Latitude (X),Longitude(Y),Depth
-74.5316900,39.4943000,0.0000000
-74.5316800,39.4942900,0.0000000
-74.5316600,39.4942900,0.0000000
-74.5316500,39.4942900,0.0000000
-74.5316400,39.4942800,0.0000000
-74.5316300,39.4942800,0.0000000
-74.5316200,39.4942800,0.0000000
-74.5316100,39.4942800,0.0000000
-74.5315900,39.4942800,0.0000000
-74.5315800,39.4942800,0.0000000
-74.5315600,39.4942800,0.0000000
-74.5315500,39.4942800,0.0000000
-74.5315200,39.4942800,0.0000000
-74.5315100,39.4942800,0.0000000
-74.5314900,39.4942800,0.0000000
-74.5314800,39.4942900,0.0000000
-74.5314600,39.4942900,0.0000000
-74.5314300,39.4942900,0.0000000
-74.5314200,39.4942900,0.0000000
-74.5314100,39.4942900,0.0000000
-74.5313900,39.4942800,0.0000000
-74.5313800,39.4942800,0.0000000
-74.5313700,39.4942800,0.0000000
-74.5313500,39.4942900,0.0000000
-74.5313300,39.4942900,0.0000000
-74.5313200,39.4942800,0.0000000
-74.5313000,39.4942900,0.0000000
-74.5312800,39.4942900,0.0000000
-74.5312700,39.4942900,0.0000000
-74.5312700,39.4942900,0.0000000
-74.5312500,39.4942900,0.0000000
-74.5312300,39.4942900,0.0000000
-74.5312200,39.4942900,0.0000000
-74.5312000,39.4942900,0.0000000
-74.5312000,39.4942900,0.0000000
-74.5311800,39.4942900,0.0000000
-74.5311800,39.4942900,0.0000000
-74.5311700,39.4942800,0.0000000
-74.5311500,39.4942800,0.0000000
-74.5311400,39.4942700,0.0000000
-74.5311200,39.4942700,0.0000000
-74.5311000,39.4942700,0.0000000
-74.5310900,39.4942700,0.0000000
-74.5310700,39.4942700,0.0000000
-74.5310500,39.4942700,0.0000000
-74.5310400,39.4942700,0.0000000
-74.5310100,39.4942700,0.0000000
-74.5310000,39.4942700,0.0000000
-74.5309900,39.4942700,0.0000000
-74.5309700,39.4942700,0.0000000
-74.5309500,39.4942700,0.0000000
-74.5309300,39.4942600,0.0000000
-74.5309200,39.4942700,0.0000000
-74.5309100,39.4942700,0.0000000
-74.5309000,39.4942700,0.0000000
-74.5308800,39.4942700,0.0000000
-74.5308700,39.4942600,0.0000000
-74.5308500,39.4942700,0.0000000
-74.5308500,39.4942700,0.0000000
-74.5308200,39.4942700,0.0000000
-74.5308100,39.4942600,0.0000000
-74.5307900,39.4942600,0.0000000
-74.5307800,39.4942700,0.0000000
-74.5307700,39.4942700,0.0000000
-74.5307500,39.4942700,0.0000000
-74.5307400,39.4942700,0.0000000
-74.5307200,39.4942600,0.0000000
-74.5307000,39.4942700,0.0000000
-74.5306900,39.4942700,0.0000000
-74.5306800,39.4942700,0.0000000
-74.5306700,39.4942700,0.0000000
-74.5306600,39.4942700,0.0000000
-74.5306400,39.4942800,0.0000000
-74.5306200,39.4942900,0.0000000
-74.5306200,39.4942900,0.0000000
-74.5306000,39.4942800,0.0000000
-74.5305900,39.4942800,0.0000000
-74.5305700,39.4942800,0.0000000
-74.5305600,39.4942800,0.0000000
-74.5305500,39.4942800,0.0000000
-74.5305300,39.4942700,0.0000000
-74.5305200,39.4942700,0.0000000
-74.5305100,39.4942700,0.0000000
-74.5305000,39.4942700,0.0000000
-74.5304900,39.4942700,0.0000000
-74.5304800,39.4942700,0.0000000
-74.5304600,39.4942600,0.0000000
-74.5304600,39.4942600,0.0000000
-74.5304400,39.4942500,0.0000000
-74.5304300,39.4942500,0.0000000
-74.5304100,39.4942500,0.0000000
-74.5304000,39.4942500,0.0000000
-74.5303700,39.4942500,0.0000000
-74.5303600,39.4942500,0.0000000
-74.5303400,39.4942600,0.0000000
-74.5303300,39.4942500,0.0000000
-74.5303100,39.4942600,0.0000000
-74.5303000,39.4942500,0.0000000
-74.5302900,39.4942400,0.0000000
-74.5302700,39.4942400,0.0000000
-74.5302400,39.4942200,0.0000000
-74.5302200,39.4942200,0.0000000
-74.5302000,39.4942200,0.0000000
-74.5301900,39.4942100,0.0000000
-74.5301700,39.4942200,0.0000000
-74.5301500,39.4942200,0.0000000
-74.5301400,39.4942100,0.0000000
-74.5301300,39.4942100,0.0000000
-74.5301100,39.4942100,0.0000000
-74.5300900,39.4942000,0.0000000
-74.5300800,39.4941900,0.0000000
-74.5300500,39.4941800,0.0000000
-74.5300400,39.4941700,0.0000000
-74.5300200,39.4941700,0.0000000
-74.5300100,39.4941700,0.0000000
-74.5300000,39.4941700,0.0000000
-74.5299800,39.4941700,0.0000000
-74.5299700,39.4941700,0.0000000
-74.5299600,39.4941700,0.0000000
-74.5299500,39.4941600,0.0000000
-74.5299300,39.4941600,0.0000000
-74.5299200,39.4941600,0.0000000
-74.5299100,39.4941600,0.0000000
-74.5299100,39.4941600,0.0000000
-74.5299100,39.4941600,0.0000000
-74.5299000,39.4941600,0.0000000
-74.5298800,39.4941600,0.0000000
-74.5298800,39.4941600,0.0000000
-74.5298500,39.4941600,0.0000000
-74.5298500,39.4941600,0.0000000
-74.5298400,39.4941600,0.0000000
-74.5298300,39.4941500,0.0000000
-74.5298200,39.4941600,0.0000000
-74.5298200,39.4941600,0.0000000
-74.5298100,39.4941500,0.0000000
-74.5297900,39.4941500,0.0000000
-74.5297700,39.4941500,0.0000000
-74.5297500,39.4941400,0.0000000
-74.5297500,39.4941400,0.0000000
-74.5297400,39.4941400,0.0000000
-74.5297200,39.4941400,0.0000000
-74.5297100,39.4941400,0.0000000
-74.5296900,39.4941400,0.0000000
-74.5296900,39.4941300,0.0000000
-74.5296700,39.4941300,0.0000000
-74.5296600,39.4941300,0.0000000
-74.5296400,39.4941300,0.0000000
-74.5296200,39.4941300,0.0000000
-74.5296200,39.4941300,0.0000000
-74.5295900,39.4941300,0.0000000
-74.5295600,39.4941300,0.0000000
-74.5295400,39.4941400,0.0000000
-74.5295200,39.4941500,0.0000000
-74.5295000,39.4941600,0.0000000
-74.5294900,39.4941600,0.0000000
-74.5294800,39.4941600,0.0000000
-74.5294600,39.4941700,0.0000000
-74.5294500,39.4941700,0.0000000
-74.5294400,39.4941700,0.0000000
-74.5294300,39.4941700,0.0000000
-74.5294300,39.4941800,0.0000000
-74.5294200,39.4941900,0.0000000
-74.5294200,39.4942000,0.0000000
-74.5294000,39.4942000,0.0000000
-74.5293900,39.4942000,0.0000000
-74.5293700,39.4942100,0.0000000
-74.5293700,39.4942100,0.0000000
-74.5293600,39.4942200,0.0000000
-74.5293500,39.4942300,0.0000000
-74.5293400,39.4942500,0.0000000
-74.5293400,39.4942600,0.0000000
-74.5293400,39.4942700,0.0000000
-74.5293300,39.4942900,0.0000000
-74.5293200,39.4942900,0.0000000
-74.5293000,39.4943000,0.0000000
-74.5293000,39.4943000,0.0000000
-74.5293000,39.4943100,0.0000000
-74.5292900,39.4943200,0.0000000
-74.5292800,39.4943300,0.0000000
-74.5292800,39.4943400,0.0000000
-74.5292700,39.4943500,0.0000000
-74.5292700,39.4943600,0.0000000
-74.5292700,39.4943700,0.0000000
-74.5292700,39.4943800,0.0000000
-74.5292700,39.4943900,0.0000000
-74.5292600,39.4944000,0.0000000
-74.5292600,39.4944100,0.0000000
-74.5292500,39.4944200,0.0000000
-74.5292500,39.4944300,0.0000000
-74.5292400,39.4944400,0.0000000
-74.5292400,39.4944500,0.0000000
-74.5292400,39.4944600,0.0000000
-74.5292400,39.4944700,0.0000000
-74.5292400,39.4944800,0.0000000
-74.5292400,39.4945000,0.0000000
-74.5292300,39.4945200,0.0000000
-74.5292200,39.4945400,0.0000000
-74.5292100,39.4945500,0.0000000
-74.5292100,39.4945700,0.0000000
-74.5292000,39.4945800,0.0000000
-74.5292000,39.4946000,0.0000000
-74.5291900,39.4946100,0.0000000
-74.5291800,39.4946300,0.0000000
-74.5291800,39.4946400,0.0000000
-74.5291800,39.4946500,0.0000000
-74.5291800,39.4946600,0.0000000
-74.5291700,39.4946800,0.0000000
-74.5291700,39.4946900,0.0000000
-74.5291700,39.4947100,0.0000000
-74.5291700,39.4947200,0.0000000
-74.5291700,39.4947300,0.0000000
-74.5291600,39.4947400,0.0000000
-74.5291600,39.4947500,0.0000000
-74.5291500,39.4947700,0.0000000
-74.5291500,39.4947700,0.0000000
-74.5291400,39.4947800,0.0000000
-74.5291400,39.4947900,0.0000000
-74.5291300,39.4948000,0.0000000
-74.5291200,39.4948100,0.0000000
-74.5291100,39.4948200,0.0000000
-74.5291100,39.4948300,0.0000000
-74.5290900,39.4948400,0.0000000
-74.5290800,39.4948500,0.0000000
-74.5290800,39.4948600,0.0000000
-74.5290700,39.4948700,0.0000000
-74.5290600,39.4948800,0.0000000
-74.5290500,39.4948900,0.0000000
-74.5290500,39.4949000,0.0000000
-74.5290500,39.4949100,0.0000000
-74.5290400,39.4949200,0.0000000
-74.5290300,39.4949300,0.0000000
-74.5290200,39.4949400,0.0000000
-74.5290100,39.4949500,0.0000000
-74.5290100,39.4949600,0.0000000
-74.5290000,39.4949800,0.0000000
-74.5289900,39.4949800,0.0000000
-74.5289800,39.4949900,0.0000000
-74.5289700,39.4950000,0.0000000
-74.5289600,39.4950100,0.0000000
-74.5289500,39.4950100,0.0000000
-74.5289500,39.4950200,0.0000000
-74.5289400,39.4950300,0.0000000
-74.5289400,39.4950400,0.0000000
-74.5289200,39.4950600,0.0000000
-74.5289200,39.4950700,0.0000000
-74.5289200,39.4950800,0.0000000
-74.5289200,39.4950900,0.0000000
-74.5289100,39.4951000,0.0000000
-74.5289000,39.4951100,0.0000000
-74.5288900,39.4951100,0.0000000
-74.5288800,39.4951300,0.0000000
-74.5288800,39.4951400,0.0000000
-74.5288700,39.4951500,0.0000000
-74.5288600,39.4951600,0.0000000
-74.5288500,39.4951800,0.0000000
-74.5288400,39.4951900,0.0000000
-74.5288300,39.4952000,0.0000000
-74.5288200,39.4952100,0.0000000
-74.5288200,39.4952200,0.0000000
-74.5288200,39.4952400,0.0000000
-74.5288100,39.4952600,0.0000000
-74.5288100,39.4952700,0.0000000
-74.5287900,39.4952800,0.0000000
-74.5287900,39.4952900,0.0000000
-74.5287800,39.4953100,0.0000000
-74.5287700,39.4953200,0.0000000
-74.5287600,39.4953300,0.0000000
-74.5287600,39.4953400,0.0000000
-74.5287600,39.4953500,0.0000000
-74.5287500,39.4953700,0.0000000
-74.5287400,39.4953800,0.0000000
-74.5287400,39.4953900,0.0000000
-74.5287300,39.4954000,0.0000000
-74.5287200,39.4954100,0.0000000
-74.5287200,39.4954200,0.0000000
-74.5287100,39.4954300,0.0000000
-74.5287000,39.4954400,0.0000000
-74.5286900,39.4954500,0.0000000
-74.5286900,39.4954500,0.0000000
-74.5286900,39.4954600,0.0000000
-74.5286900,39.4954800,0.0000000
-74.5286800,39.4954900,0.0000000
-74.5286800,39.4955000,0.0000000
-74.5286800,39.4955200,0.0000000
-74.5286800,39.4955300,0.0000000
-74.5286700,39.4955400,0.0000000
-74.5286700,39.4955600,0.0000000
-74.5286700,39.4955700,0.0000000
-74.5286600,39.4955700,0.0000000
-74.5286600,39.4955800,0.0000000
-74.5286600,39.4955900,0.0000000
-74.5286600,39.4956100,0.0000000
-74.5286600,39.4956200,0.0000000
-74.5286600,39.4956300,0.0000000
-74.5286600,39.4956400,0.0000000
-74.5286500,39.4956600,0.0000000
-74.5286400,39.4956700,0.0000000
-74.5286300,39.4956700,0.0000000
-74.5286300,39.4956800,0.0000000
-74.5286300,39.4956900,0.0000000
-74.5286300,39.4957000,0.0000000
-74.5286400,39.4957200,0.0000000
-74.5286300,39.4957300,0.0000000
-74.5286300,39.4957400,0.0000000
-74.5286200,39.4957500,0.0000000
-74.5286200,39.4957500,0.0000000
